timestamp,latency
1525131934099,9408
1525131344270,1878
1525132818840,12149
1525131524490,1980
1525131385230,2819
1525131475334,11900
1525131549056,1654
1525131680130,9873
1525131524511,3088
1525132114311,9391
1525131393436,14947
1525131770257,9610
1525131393431,7816
1525131999631,10640
1525132384698,11088
1525132564927,9460
1525131401640,3208
1525131540910,1776
1525131852211,10013
1525131409835,1820
1525132491195,9830
1525131286952,1466
1525132007861,10282
1525131901364,9933
1525131491747,1931
1525132097980,9529
1525132188088,9828
1525132270009,10964
1525131721149,9550
1525131631036,9911
1525131278782,6002
1525132040610,9759
1525132581288,9718
1525132810660,11103
1525131884968,9569
1525132229033,10149
1525132229033,10019
1525131622835,10881
1525131729330,9581
1525132851292,11361
1525131532751,4772
1525131532751,7904
1525131786707,9346
1525132941344,9515
1525132532187,10120
1525131319758,2078
1525131827671,9583
1525131401676,3237
1525131573706,1692
1525131303372,2782
1525131442638,1841
1525131532743,1693
1525132753365,9594
1525133015081,9421
1525131868633,10002
1525132179934,9371
1525132065242,9891
1525131385287,2850
1525132736979,9839
1525131295195,1893
1525132016064,9794
1525132630478,10069
1525132990512,9839
1525131508187,1661
1525133023284,9179
1525132687819,10689
1525131377111,1792
1525132048841,9670
1525133015103,9410
1525131663826,9609
1525131352552,1916
1525131581932,1718
1525132401145,9831
1525132466687,9870
1525132171773,9671
1525131762149,9588
1525131500003,2039
1525131450855,1760
1525132883980,9629
1525131524605,1970
1525131311613,1536
1525131467262,4607
1525131459056,1829
1525131360755,1748
1525132360162,10619
1525132360162,10673
1525132614118,9611
1525131327984,1874
1525132237295,9988
1525131336183,1579
1525131467253,1571
1525132491236,9708
1525132040471,9715
1525132941541,9570
1525132613908,9650
1525131663616,9571
1525131360516,2605
1525131540765,1907
1525133007093,9760
1525132908788,9716
1525132990713,9770
1525132212492,9900
1525132400899,9851
1525131516180,1795
1525131278614,5405
1525131417879,1509
1525132736770,9840
1525131409705,1814
1525131770157,9641
1525131401515,1840
1525131557163,3225
1525132957894,10271
1525131335968,1609
1525131376934,2874
1525132564786,9459
1525132753200,9540
1525133015244,9450
1525132114232,9410
1525132384555,11059
1525131532603,4729
1525132171553,9622
1525131933988,9368
1525131868453,10083
1525131827499,9551
1525131483441,4317
1525131581751,1731
1525132294445,9721
1525132515617,9781
1525131311413,1483
1525131352372,1947
1525131532593,1675
1525131516208,1707
1525132687649,10376
1525131458888,1774
1525131565391,1820
1525131958609,9890
1525131450697,1702
1525131999571,10653
1525132810591,11151
1525131639115,10123
1525132613978,9611
1525131819349,9471
1525132015963,9902
1525132466519,9704
1525132818770,12219
1525131303236,1704
1525131385183,4134
1525132532046,10010
1525131630934,9949
1525131762007,9560
1525131499862,2166
1525132204363,9431
1525131385174,1733
1525132622207,10178
1525131327851,1904
1525131475306,7540
1525131467115,1536
1525132941441,9569
1525131393388,1636
1525131581800,9046
1525131508079,1617
1525131475297,1927
1525131868537,10026
1525131483493,4293
1525132859534,9931
1525132212603,9869
1525133072528,10036
1525132228964,10151
1525131434362,3133
1525132859536,9915
1525132048739,9709
1525132630378,10038
1525132990613,9771
1525131360636,1649
1525131352435,3301
1525131426163,1889
1525131434355,1857
1525131295088,1891
1525131532430,1680
1525131884691,9472
1525131475082,4162
1525131278472,5636
1525131548812,1545
1525131442317,1667
1525133318497,4096
1525132671128,10198
1525133179232,8898
1525131311235,3632
1525131335809,3164
1525131434114,1827
1525131933850,9371
1525132425366,9821
1525131827357,9551
1525132482697,9721
1525132630158,10027
1525132851571,11350
1525132540041,9622
1525132581006,9679
1525131344025,1959
1525131475099,4664
1525132941681,9570
1525132212353,9870
1525131417759,1508
1525131524248,1856
1525132753029,9530
1525132859771,9900
1525132114063,9411
1525131401363,1796
1525131663505,9572
1525131720879,9632
1525132327096,9694
1525131385004,3976
1525131712677,9910
1525132204223,9391
1525131917500,10851
1525131286692,2294
1525131360421,2525
1525131409574,1839
1525132654769,10691
1525132277924,10167
1525131450553,1679
1525131327679,1841
1525131483326,9354
1525132417186,11041
1525132900698,9727
1525131573429,1674
1525131819180,9473
1525131303114,2609
1525131507914,1568
1525132687580,10450
1525132695769,10010
1525131376847,1736
1525131466959,1780
1525132171474,9642
1525131499712,2175
1525132957992,10260
1525131778265,9666
1525131483332,3136
1525131557056,1777
1525131565279,1830
1525132564686,9550
1525131458780,12242
1525132531916,10080
1525131458771,1793
1525131491542,1878
1525131393238,1631
1525131483368,3477
1525132581118,9688
1525132810488,11061
1525131622635,10957
1525131589864,8064
1525132851461,11310
1525132327164,9599
1525131565285,6651
1525132540147,9700
1525131581666,1742
1525131770081,9704
1525131884799,9512
1525132024061,9594
1525131360484,1648
1525132785906,11444
1525132785906,11407
1525131843810,10417
1525132228836,10130
1525131917539,10749
1525131507964,9934
1525132908823,9607
1525131868388,10018
1525131434238,1818
1525131294963,1877
1525131524343,3099
1525132859675,9994
1525132884251,9688
1525131860200,10753
1525132015850,9789
1525132294382,9831
1525131294960,16830
1525131958506,9935
1525132130541,9424
1525131319543,2012
1525131679986,9867
1525132048616,9625
1525131827219,9481
1525131417601,1500
1525132015640,9799
1525132212253,9900
1525132900842,9810
1525133138415,9969
1525131343875,3360
1525131761670,9543
1525132417046,11041
1525131786268,9423
1525131376666,1764
1525132425226,9820
1525132687374,10575
1525131401242,1691
1525131491357,1991
1525131769881,9558
1525132113921,9389
1525131434001,3186
1525133007353,9848
1525132909051,9600
1525132154892,9860
1525132457987,9771
1525131671569,9836
1525132630018,10008
1525131442198,7836
1525131368490,1971
1525131720750,9921
1525131368489,4663
1525131786288,9442
1525132966338,9725
1525132966338,9865
1525132966338,9627
1525131278383,5549
1525131573291,1665
1525131933749,9340
1525132515376,9830
1525131409440,9517
1525132703793,9934
1525132638259,10110
1525131450406,1699
1525131548705,4314
1525132384296,10863
1525131360318,1642
1525132580907,9730
1525132146721,9380
1525131343923,8388
1525131556917,1731
1525131769911,9588
1525132515363,9926
1525131565107,2029
1525131294773,1799
1525131884589,9511
1525131778128,9635
1525131917399,10859
1525131466831,1739
1525131450434,8236
1525131540549,1908
1525131679815,9820
1525132204123,9421
1525132687440,10531
1525131622494,11017
1525131622494,10950
1525131966529,10810
1525132695629,9930
1525131630684,9800
1525132654668,10697
1525131515996,1793
1525131581530,1698
1525133179314,9095
1525133179315,8724
1525132712010,9842
1525131565143,3386
1525132531777,10080
1525132777541,10990
1525131458647,1912
1525131720813,10122
1525131712622,9956
1525131393130,6748
1525131688043,9697
1525132154992,9817
1525132900740,9769
1525131311212,1383
1525131384942,1662
1525131425902,1779
1525132990857,9745
1525131303009,1664
1525131556965,6932
1525131393122,1702
1525133138315,9876
1525132515446,9801
1525131483257,1968
1525133015443,9549
1525132908951,9609
1525131286653,7258
1525132958102,10229
1525131319415,4020
1525132564577,9483
1525131680653,9865
1525131467658,1723
1525132663709,12058
1525131828119,9442
1525132401565,9850
1525132909162,9598
1525131344771,1755
1525131295623,1896
1525131443079,1946
1525132163992,9311
1525132303253,9740
1525132860012,10111
1525131385753,1675
1525131516828,1917
1525132368777,10191
1525131574170,1667
1525132622729,10298
1525131500447,1772
1525131508624,10410
1525131582358,2796
1525131738005,9649
1525131869064,9916
1525131279274,6109
1525132131255,9421
1525132573629,10063
1525131918258,10647
1525131926450,9521
1525132295095,9778
1525132958274,10250
1525131959221,10301
1525132442557,11062
1525132524476,10547
1525132270513,10890
1525131877300,9497
1525131975610,10410
1525132155833,9935
1525132155833,9911
1525132319668,9665
1525132900941,9800
1525131393976,1808
1525132229543,10181
1525131434938,6463
1525131500475,4831
1525131475902,1574
1525132786602,11062
1525131353021,1835
1525131295664,4497
1525131434933,1834
1525131746225,9727
1525131418551,1742
1525132696540,9920
1525131500491,3317
1525132491738,9732
1525132851751,11310
1525131320268,1854
1525132262354,9560
1525131418574,4346
1525131729867,10489
1525132344284,9865
1525133015590,9567
1525132016600,9850
1525132999209,9266
1525133310508,4096
1525131672516,9951
1525131557829,1662
1525131312070,1566
1525133089322,8923
1525133097514,8909
1525131312091,2769
1525131549661,1854
1525132180423,9380
1525131287519,1676
1525131451357,9576
1525132123072,9881
1525132098511,9658
1525131738070,9574
1525131451348,1767
1525131680720,9834
1525132778433,10958
1525132712899,9989
1525131402217,1926
1525132639228,10098
1525131410410,1918
1525131361263,1838
1525131541482,1787
1525132565498,9649
1525132155902,9832
1525131541477,8146
1525131303908,1660
1525132368885,10299
1525131492344,4499
1525132753901,9576
1525131361275,7324
1525131541501,8653
1525132786671,11061
1525131377662,1838
1525132229612,10178
1525131344880,1798
1525131394034,3966
1525131623413,10821
1525132778471,10950
1525131467766,1713
1525132016400,9858
1525132180245,9383
1525132901089,9727
1525131467533,1604
1525132622618,10331
1525131385615,2723
1525131328269,6540
1525131295489,1865
1525131377408,3174
1525131418371,5364
1525131582212,1727
1525131787038,9351
1525131868930,10022
1525133122295,9420
1525131393816,3905
1525132303114,9710
1525132344074,10300
1525132909302,9610
1525131279134,6321
1525131344668,1820
1525131631385,9949
1525132737290,10009
1525131827978,9440
1525131533075,1829
1525132360455,10599
1525131483926,1735
1525131328277,1902
1525131361045,1871
1525131934478,9450
1525131336488,1622
1525131492138,1957
1525132573498,9991
1525131475744,7657
1525131344675,6662
1525131418403,7900
1525132712759,9980
1525132516147,9921
1525131361063,7019
1525132163897,9354
1525133187785,8553
1525131557693,1762
1525132270374,10870
1525131311928,1525
1525131729727,9789
1525132737320,9753
1525131590454,4594
1525132892891,9802
1525131672375,9913
1525131410226,1846
1525132811041,11108
1525131549489,1819
1525131451208,1742
1525131975504,10549
1525132294996,9782
1525132401496,9880
1525133097635,8891
1525131680584,9908
1525131328332,4529
1525132663638,12083
1525131320131,3826
1525132475216,9670
1525131459394,1739
1525131975514,10495
1525131369281,3523
1525131565891,10308
1525131352900,1827
1525132958383,10292
1525131737949,9772
1525133114035,11131
1525131541338,4416
1525132811082,11011
1525131426654,1804
1525131402065,4518
1525131795273,9519
1525132065611,9950
1525132016500,9889
1525131524968,1805
1525132360567,10569
1525132941964,9400
1525131549567,3044
1525131631486,9871
1525133064848,9775
1525132319598,9693
1525132671849,10550
1525133146768,8908
1525131533175,1849
1525131377523,1863
1525131279217,6226
1525132254063,11198
1525132098411,9700
1525132810911,11186
1525132040850,9648
1525131377292,1844
1525132343965,10259
1525131344519,1776
1525131483781,1717
1525131475590,2026
1525132622480,10302
1525132253830,11162
1525132753551,9540
1525132016259,9890
1525132466826,9897
1525133065075,9771
1525131934340,9381
1525132491407,9718
1525132384896,11042
1525133114235,11140
1525131311787,1542
1525131532972,1772
1525131336367,3064
1525131631275,9909
1525133187904,8590
1525132065471,9970
1525133032264,9090
1525132008121,10210
1525131500194,2080
1525131786936,9349
1525131442855,3299
1525132565168,9531
1525132860242,10061
1525132573356,10059
1525131827878,9447
1525131549369,1847
1525131680437,9901
1525131729588,9650
1525132958552,10249
1525132180143,9421
1525132671652,10683
1525131410098,1829
1525131426484,1885
1525132917597,9923
1525131557583,4480
1525132892961,9872
1525132671700,10551
1525131385538,1823
1525132262104,9548
1525131549378,11260
1525132532437,9909
1525131418310,1700
1525131393755,1697
1525132942128,9425
1525131573978,1672
1525132270273,10951
1525132401357,9889
1525133065015,9803
1525131672277,9815
1525131451090,8955
1525131459282,1798
1525132319424,9820
1525132360384,10628
1525132737219,9910
1525131303659,1707
1525131369194,2059
1525131475688,3630
1525131524847,11307
1525132614399,9648
1525133032193,9125
1525132753663,9553
1525132786424,10961
1525133146894,9034
1525132491506,9710
1525131524835,1904
1525132655347,11128
1525131352805,1926
1525132278523,10159
1525132712690,9935
1525132253924,11239
1525132860178,10097
1525131885280,9462
1525132294886,9782
1525132319465,9720
1525132475115,9719
1525131541243,1855
1525132409582,10009
1525132409582,9956
1525131803366,9422
1525132098274,9633
1525131565816,1663
1525132466926,9803
1525131508464,1684
1525131320051,1988
1525132810981,11148
1525131418354,3025
1525131516660,3466
1525131516660,1775
1525132106474,9972
1525132106474,9991
1525132073705,9624
1525132384795,11051
1525131393547,1648
1525132302879,9754
1525132827622,10681
1525131680266,9870
1525132294686,9722
1525132909550,9675
1525131934239,9408
1525131835932,10315
1525131770397,9637
1525132040710,9745
1525131344409,1815
1525132810760,11151
1525131311646,3029
1525131418140,1643
1525131565594,1875
1525132270083,11038
1525131893259,9917
1525132786182,11301
1525132786182,11340
1525131368977,4661
1525131483667,1736
1525133114364,11140
1525133024252,9149
1525131549200,1794
1525132229173,9959
1525132474936,9790
1525131409963,1809
1525131426347,1984
1525133024194,9113
1525132827584,10650
1525132868544,10024
1525132917702,10018
1525133081540,9012
1525131885111,9573
1525131434543,3104
1525131631145,9880
1525132065341,9840
1525132319284,9781
1525131573822,1645
1525133065173,9739
1525132474913,9818
1525131278898,6102
1525131516469,1914
1525132319264,9831
1525132343840,10236
1525132343840,10343
1525132565027,9460
1525131442743,1851
1525131532848,1656
1525132098132,9631
1525132581468,9791
1525133188005,8690
1525131557449,1997
1525131721291,9536
1525131516486,8163
1525131311680,9080
1525133032364,9080
1525131385412,1814
1525132622418,10339
1525131549248,5807
1525132893101,9880
1525131319899,2078
1525131401816,4320
1525132532297,10050
1525131295321,1856
1525131786817,9370
1525131352670,1909
1525131762264,9560
1525132573257,9971
1525132171842,9641
1525131328083,3306
1525131401811,2025
1525131311696,4977
1525131516499,1832
1525132270154,10970
1525133015999,9417
1525132180042,9566
1525131450984,1769
1525132360315,10670
1525131524718,1967
1525132040821,9730
1525132302975,9741
1525132614266,9617
1525131303533,6421
1525131557481,7099
1525131311724,5037
1525131450991,3555
1525131491951,1904
1525131885179,9499
1525131459171,1821
1525131508323,1654
1525132909454,9722
1525132942222,9410
1525131467384,1572
1525131868771,10033
1525131999841,10611
1525131360888,1840
1525132515947,9830
1525131295358,16460
1525131491967,3181
1525131541110,1858
1525131582071,1731
1525132474976,9720
1525131336304,1582
1525132860312,10003
1525132598686,9838
1525132049811,9720
1525132868710,9970
1525131427215,1806
1525132746139,10648
1525131492751,1676
1525133196385,8600
1525131672965,9799
1525132352914,9950
1525131926939,9439
1525133147245,8930
1525131304320,3110
1525131443588,1965
1525132156312,9730
1525132664209,11799
1525131296154,1773
1525131328921,1963
1525132696969,9836
1525132426636,9890
1525132123521,9810
1525132451201,9783
1525132451201,9745
1525131394448,1818
1525131386259,1803
1525131459986,1892
1525132999803,9470
1525131287959,1860
1525131525522,3234
1525131320724,3523
1525131632016,10011
1525131787661,9533
1525131959694,10164
1525131779507,9626
1525131779507,9596
1525132385722,11128
1525131877808,9420
1525132590525,10240
1525131492779,3074
1525132524987,10609
1525132230065,10143
1525132541372,9830
1525132541372,9829
1525131992501,9933
1525132385727,11030
1525131599272,11307
1525131795893,9625
1525131894196,10035
1525132893252,9932
1525131419043,1894
1525131320737,5214
1525132221881,9728
1525131427236,8150
1525132246457,9728
1525131828668,9488
1525132180922,9369
1525132778931,10811
1525132000672,10563
1525132672429,10670
1525131509182,2942
1525131533752,1727
1525133065303,9571
1525131337142,1778
1525131468213,1798
1525132254634,11301
1525132639649,10070
1525132320217,9795
1525132434906,9680
1525131419086,2958
1525131500992,7411
1525131312576,1651
1525133073452,9636
1525132868652,10090
1525131476442,1145
1525131623901,11037
1525131894209,9941
1525132254663,11230
1525131451868,1849
1525132541388,9845
1525132402114,9849
1525131353555,1853
1525132705220,9840
1525133024313,9069
1525133065274,9680
1525131369937,1977
1525132402118,9983
1525131435479,1885
1525131361749,1870
1525131845069,10057
1525131967950,10708
1525132713410,9898
1525132999742,9548
1525132999742,9670
1525131525615,1881
1525132221943,9689
1525132958723,10241
1525131558379,1698
1525131574763,1893
1525132066291,10080
1525131550181,1897
1525131582944,1831
1525132917772,9992
1525131345381,1816
1525131451879,13568
1525131542015,1541
1525131681277,9848
1525131795939,9651
1525131927009,9470
1525131632125,10009
1525132123621,9807
1525131443711,1956
1525132672488,10529
1525132492259,9733
1525132295445,9731
1525132000530,10540
1525131443470,3289
1525131533576,1732
1525131967769,10680
1525131402500,8466
1525131418904,1777
1525132664079,11700
1525133098230,8908
1525133196535,8631
1525131459867,1922
1525132229894,10180
1525131877638,9541
1525131509022,6021
1525131918599,10707
1525131287836,2861
1525133147376,8961
1525133008120,10346
1525132213513,9880
1525131386135,3808
1525131926798,9399
1525132401979,9983
1525131394346,1851
1525132672317,10599
1525131689257,9666
1525131771177,9506
1525132025145,9600
1525131681057,9811
1525132492087,9729
1525131296036,3230
1525131672866,9913
1525131975999,10418
1525132705069,9911
1525131975970,10500
1525131541819,1391
1525132352814,9960
1525131738426,9571
1525132893396,9935
1525131550008,1873
1525133024475,9032
1525132156202,9730
1525132049706,9645
1525133114585,11151
1525131468087,1746
1525132434726,9700
1525131509064,1816
1525132098901,9701
1525132344665,9950
1525132361055,10542
1525131304270,1875
1525132598618,9834
1525131763019,9625
1525132320092,9767
1525132107101,9858
1525132958893,10241
1525131345223,1889
1525131369799,2041
1525131337028,1665
1525131451718,1809
1525131574593,1902
1525131976000,10321
1525131361629,1870
1525131599193,11388
1525131320658,1700
1525131582804,1881
1525132213583,9840
1525131312470,1557
1525131353431,1738
1525132426567,9890
1525131550033,7447
1525131418966,3165
1525131943246,10817
1525132229962,10178
1525132778819,10848
1525132180852,9378
1525132262775,9612
1525132746110,10760
1525132164466,9474
1525131402604,1771
1525131525481,6751
1525132270963,10867
1525131582822,5562
1525131525478,1896
1525131476325,1226
1525132827790,10670
1525131361636,7245
1525132066151,10050
1525131500921,1681
1525132647783,9524
1525131566452,1835
1525132442978,11012
1525131426952,1792
1525132188823,9769
1525131844759,10471
1525131844759,10331
1525131385999,2824
1525133024614,9024
1525131361410,1891
1525132672150,10608
1525131459714,1863
1525131402373,9243
1525131353242,1935
1525131451545,1813
1525131549853,1870
1525131599004,11319
1525131967618,10632
1525131418781,6679
1525132082307,9523
1525131574426,4242
1525131959431,10232
1525131304092,2967
1525131680922,9806
1525132647561,9562
1525131672725,9890
1525132696710,10011
1525132295305,9736
1525131345044,1852
1525131336853,1753
1525132123312,9840
1525131369635,2222
1525131402403,8967
1525131533476,1785
1525131353254,3617
1525131975870,10500
1525131336869,4693
1525132565678,9660
1525131320510,1776
1525132491949,9769
1525131287741,1820
1525132270764,10901
1525131566261,1915
1525132967258,9647
1525131394229,3024
1525131631795,9900
1525131738289,9574
1525132156072,9719
1525131320520,3441
1525131500747,1698
1525131525323,1883
1525131549899,4922
1525132106962,9830
1525131541706,1334
1525132999972,9460
1525131336908,2840
1525132254418,11173
1525132795099,9630
1525131295938,5458
1525131508929,1808
1525131295936,1862
1525132164317,9425
1525132066010,9970
1525132344534,9930
1525132745939,10649
1525131304154,3014
1525131558110,1809
1525131582683,1891
1525133196595,8589
1525131451603,5577
1525131730135,9706
1525132098762,9631
1525132434628,9703
1525132467396,9620
1525132754112,9624
1525132262603,9591
1525132745922,10807
1525132745922,10782
1525131451624,3202
1525132123382,9809
1525132319995,9741
1525132008692,9932
1525132524796,10589
1525132270833,10867
1525131443438,1950
1525132713210,9840
1525131304163,8227
1525132516592,10166
1525132639479,10100
1525131451619,4545
1525132401905,9951
1525131492580,1717
1525131787518,9551
1525132360948,10544
1525132442870,11004
1525132500200,9770
1525131377915,3117
1525131402492,1821
1525131820262,9523
1525132352750,10095
1525132352750,9996
1525131427071,1785
1525131517176,1705
1525132008681,10021
1525131287798,2842
1525132049642,9726
1525131312372,1585
1525131312372,4641
1525132426469,9863
1525132065813,10022
1525131582477,1796
1525132303384,9699
1525131336718,1728
1525131484172,1838
1525132254224,11260
1525132360735,10581
1525131574282,1700
1525131721738,9857
1525131672586,9914
1525131295747,3318
1525131844634,10445
1525131918360,10749
1525132057629,9831
1525132057629,9759
1525132000283,10743
1525131459588,1798
1525131541506,3691
1525131443207,1964
1525131328542,1888
1525131770905,9523
1525131533331,1857
1525131549715,5897
1525132180532,9348
1525132967363,9469
1525131279395,6587
1525132098622,9629
1525132270653,10928
1525131926589,9399
1525131385892,1709
1525132778546,10914
1525131959328,10227
1525132123172,9810
1525132401704,9849
1525132524586,10591
1525131869217,9997
1525132713001,9912
1525132442668,11083
1525131598904,12661
1525132573737,10100
1525132500002,9773
1525132426273,9838
1525131508790,1781
1525131877459,9656
1525132254295,11232
1525132000340,10690
1525131295822,3196
1525131517002,6579
1525131517002,1877
1525131418703,1732
1525132754011,9660
1525131435073,1842
